# Wavelength (um)  Transmission
  1.325000         0.0000
  1.325150         0.0000
  1.325300         0.0000
  1.325450         0.0000
  1.325600         0.0000
  1.325750         0.0000
  1.325900         0.0000
  1.326050         0.0000
  1.326200         0.0000
  1.326350         0.0000
  1.326500         0.0000
  1.326650         0.0000
  1.326800         0.0000
  1.326950         0.0000
  1.327100         0.0000
  1.327250         0.0000
  1.327400         0.0000
  1.327550         0.0000
  1.327700         0.0000
  1.327850         0.0000
  1.328000         0.0000
  1.328150         0.0000
  1.328300         0.0000
  1.328450         0.0000
  1.328600         0.0000
  1.328750         0.0000
  1.328900         0.0000
  1.329050         0.0000
  1.329200         0.0000
  1.329350         0.0000
  1.329500         0.0000
  1.329650         0.0000
  1.329800         0.0000
  1.329950         0.0000
  1.330100         0.0000
  1.330250         0.0000
  1.330400         0.0000
  1.330550         0.0000
  1.330700         0.0000
  1.330850         0.0000
  1.331000         0.0000
  1.331150         0.0000
  1.331300         0.0000
  1.331450         0.0000
  1.331600         0.0000
  1.331750         0.0000
  1.331900         0.0000
  1.332050         0.0000
  1.332200         0.0000
  1.332350         0.0000
  1.332500         0.0000
  1.332650         0.0000
  1.332800         0.0000
  1.332950         0.0000
  1.333100         0.0000
  1.333250         0.0000
  1.333400         0.0000
  1.333550         0.0000
  1.333700         0.0000
  1.333850         0.0000
  1.334000         0.0000
  1.334150         0.0000
  1.334300         0.0000
  1.334450         0.0000
  1.334600         0.0000
  1.334750         0.0000
  1.334900         0.0000
  1.335050         1.0000
  1.335200         1.0000
  1.335350         1.0000
  1.335500         1.0000
  1.335650         1.0000
  1.335800         1.0000
  1.335950         1.0000
  1.336100         1.0000
  1.336250         1.0000
  1.336400         1.0000
  1.336550         1.0000
  1.336700         1.0000
  1.336850         1.0000
  1.337000         1.0000
  1.337150         1.0000
  1.337300         1.0000
  1.337450         1.0000
  1.337600         1.0000
  1.337750         1.0000
  1.337900         1.0000
  1.338050         1.0000
  1.338200         1.0000
  1.338350         1.0000
  1.338500         1.0000
  1.338650         1.0000
  1.338800         1.0000
  1.338950         1.0000
  1.339100         1.0000
  1.339250         1.0000
  1.339400         1.0000
